rev_id	comment	year	logged_in	ns	sample	split
480314630.0	`== Thank you for the renames! ==NEWLINE_TOKENNEWLINE_TOKENIs there any way a non-admin user like me can help with the backlog?  NEWLINE_TOKEN:Would that there were; not for that particular backlog. However, there's lots of other places to help. Take a look at this! Scary aint it? .  NEWLINE_TOKEN::Yikes! Instead everyone's over at ANI bickering. They should come back to the party, that's why we're here.  NEWLINE_TOKEN:::A lot of necessary things happen through ANI but yeah, there's a ton of unnecessary drama and bickering in the mix that is a hug time drain. Not one of my favorite places to visit.  NEWLINE_TOKENNEWLINE_TOKEN==Deletion of Robert A Foster==NEWLINE_TOKENHello you have deleted a page for Robert A Foster. Please could you put it back on or can I make a new one? He is in the New BBC 'Just William' and is a up and coming actor.Many Thanks 9:00,29 Nov 2010 (GMT)NEWLINE_TOKEN:Hi. The entire contents of the page you (I assume) created and I deleted was {{hang on}}. The prior contents of the page, deleted by a different administrator, was [[Just William (2010 TV serial)]]. So the page was basically a blank slate with no tailored text at all upon both creations. If this actor is notable (see also Wikipedia:Notability (people)#Entertainers) then I suggest you create the page as a subpage of your user or user talk page so that you have time to work on it before ``going live`` by placing it in the main part of the encyclopedia, and so it doesn't get deleted again as having no substantive content. There is an article wizard which can walk you through the steps. You say he is an ``up and coming actor``. Well I don't know if there are sufficient sources to support an encyclopedia article, but this statement makes me wary. Please see Wikipedia:Up and coming next big thing. Note that if the page is an appropriate topic for an article, it would take normal English name punctuation, which means the middle initial would take a period, i.e., Robert A. Foster.  NEWLINE_TOKENNEWLINE_TOKEN==Deletion of International Association of Physics Students==NEWLINE_TOKENHello! You deleted the article for the International Association of Physics Students based on copyright infringement from the webpage iaps.info. It did seem that way, as the article was mostly copied from iaps.info, but it was done by the Executive Committee of IAPS, so we would like to ask you to reinstate the article. If it is needed we can put a statement on the homepage allowing wikipedia to copy written content from our page or something like that. Thanks!—Preceding unsigned comment added by   •  NEWLINE_TOKEN:Hi P.O.E. I have taken the liberty of adding a section header to your post and adding your signature; on talk pages (but not in articles), you should sign your posts so that people can follow who wrote what.Regarding the above page, there's a few matters you should understand. We cannot use copyrighted text simply because we have been given permission. Instead all of our text must be freely licensed so that our end users can take the material and use it themselves under our licenses. Please see Wikipedia:Donating copyrighted materials. The upshot is that for us to use the material—which means allowing our readers to use it and modify it even for commercial purposes—we have to have a verified release of the material. To do that, you can follow either of the methods listed at the page. Specifically, please look at the subsection of the page entitled Granting us permission to copy material already online.If you do that, it will take care of a first hurdle but I don't think you should bother because the text itself is not appropriate for an article it its current form. This is an encyclopedia. Can you imagine a proper encyclopedia articles saying things like ``We support our members...``? What you should do is start from scratch and try to write a proper encyclopedia article that cites to reliable third party sources and contains neutral language. ([[User tal	2012	True	user	random	dev
570001295.0	`NEWLINE_TOKENNEWLINE_TOKEN== Regarding the ip 8.2.215.2 ==NEWLINE_TOKENNEWLINE_TOKEN8.2.215.2's block expires this monday, and he may distrupt his talk page as seen in his past contribs before he was blocked 2 months by  with talk page access revoked.  suggested me to ask an admin to keep an eye on  if you can? cheers!    `	2013	True	user	random	train
19448512.0	Anarcho-capitalists use Pierre Proudhon's definition.  What definition do you use?NEWLINE_TOKENNEWLINE_TOKEN	2005	False	article	blocked	train
65923689.0	 Itsmejudith, if you know any modern source I can look up to find the similar statements, please let me know. I'll get the book from library and replace the quote myself. I don't want to 'sneak' something into the article, I swear by God. Jewish Encyclopedia does have POV. Making connection between 'how one group of people treat the others' and 'their ancestors' are made in Bible (not by me). It might seem strange, but that's how Bible views things (forgive me if I'm wrong). Now, I found it interesting to include this POV into the article (i.e. this connection between Muslims and Jews). Mainmoinds refers to Muslims as Ishmaelies (if I am correct). Itsmejudith, I've been subject to a harsh block for reasons which I still don't know. I was accused of all kinds of imaginable crimes in wikipedia, ranging from nationalism bigotry related crimes to harrassment, disruption and personal attacks + several kinds of humuliations and getting ignored from the blocking admin on the top of it. I am exhausted; it is up to you guys... Decide whatever you wish for this section and act upon it.  NEWLINE_TOKENNEWLINE_TOKEN	2006	True	article	blocked	dev
234454718.0	REDIRECT Talk:Weston Underwood, Buckinghamshire	2008	True	article	blocked	test
160438222.0	NEWLINE_TOKENNEWLINE_TOKEN:Ok Zerida I won't revert it anymore, it's just that Jeeny was obviously doing it for disruption and spite. Thanks for the message, I hope it can work out..  	2007	True	user	blocked	train
187950685.0	`==Notability of Jorge Munoz==NEWLINE_TOKEN A tag has been placed on Jorge Munoz requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a real person, organization (band, club, company, etc.), or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. If this is the first page that you have created, then you should read the guide to writing your first article.NEWLINE_TOKENNEWLINE_TOKENIf you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or ``db`` tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.NEWLINE_TOKENNEWLINE_TOKENFor guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.    `	2008	False	user	random	train
385956208.0	FACNEWLINE_TOKEN|action4date=06:17, 31 January 2007NEWLINE_TOKEN|action4link=Wikipedia:Featured article candidates/Jupiter/archive1NEWLINE_TOKEN|action4result=not promotedNEWLINE_TOKEN|action4oldid	2010	True	article	random	train
157748449.0	NEWLINE_TOKENNEWLINE_TOKEN== WikiProject History of Science newsletter  Issue III - September 2007 ==NEWLINE_TOKENNEWLINE_TOKENThe September 2007 issue of the WikiProject History of Science newsletter has been published.  You're receiving this because you are a participant in the History of Science WikiProject.  You may read the newsletter or unsubscribe from this notification by following the link.  Yours in discourse 	2007	True	user	random	train
191796086.0	NEWLINE_TOKENNEWLINE_TOKEN== Please Help - Problem with user Blotto Adrift ==NEWLINE_TOKENNEWLINE_TOKENHi, User Blotto adrift does not follow wiki policy.  He has been warned several times but contuines to change pages to his own edits.  For example a ruling was made that he was in conflict of interest on the Whitby Public Library but he has ignored the warning and keeps editing the page.  I fixed it today but he changed it back.  Can you please fix it and warn him about policy.  If you take a look at his talk page he has been warned in the past.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENThank you for your help	2008	False	user	blocked	dev
65743713.0	NEWLINE_TOKEN==Difference between 123rd / 142nd to 123d 142d==NEWLINE_TOKENIf you have a problem please take it up with the Oregon Air National Guard as they use the 142nd and 123rd as the official label for these units.NEWLINE_TOKENhttp://www.orport.ang.af.mil/units.html	2006	True	article	blocked	test
55019884.0	`::::: You are completely mistaken, Feldspar, when you state is requested for Xenu.net to be found not reliable.  That was not my request at all.  Since in recent days you have refused respond and insist that people ``connect the dots``, I shall not spell out for you exactly what I did request.  The present status of Xenu.net is ``personal website`` and it is to be treated as such, the discussion for that happened at WP:RS and any changes in that status should likewise take place there, not here.  NEWLINE_TOKEN`	2006	True	article	blocked	test
308184128.0	NEWLINE_TOKENNEWLINE_TOKEN::I actually dont believe my comment was a personal attack. The remark was directed at someone who had closed a thread I began without any respect for me what so ever.NEWLINE_TOKENNEWLINE_TOKEN::The point in my above comment to you was that people here seem prepared to say anything to suit their agendas as per my being acused of personally attacking someone in the beginning.NEWLINE_TOKENNEWLINE_TOKEN::It seems to me that any disagreement on here...when politically required...is considered a personal attack. I am surprised anyone can breath on here with all the political games and hidden agendas going on.   	2009	True	user	blocked	dev
91776815.0	NEWLINE_TOKENNEWLINE_TOKENOriginal poster, I know eaxactley what you're talking about. This loser whats Wiki to roll around a ball of perfection. If I want to the Hitler board and said he hated jews, this idiot will probably ask for a resource. - Goldstann	2006	True	user	blocked	dev
413743137.0	NEWLINE_TOKENNEWLINE_TOKEN== Current Cast Section-Lauer and Morales Joined dates.  ==NEWLINE_TOKENNEWLINE_TOKENI  edited the year Matt joined the show to 1994, He was a Newsreader for 3 Years before he replaced Bryant Gumble as an anchor. I also edited the year Natalie Morales joint the show to 2003. she started out as a sub Newsreader/Anchor and Correspondant for Today show in 2003.  JoMontNW[]	2011	True	article	blocked	train
70073376.0	NEWLINE_TOKENNEWLINE_TOKEN==on User Templates==NEWLINE_TOKENthanks for the help. i now know the correct accepted format in creating user templates. however, is it possible for me to include a logo or image in the user template that i designed?  	2006	True	user	random	train
261346024.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Happy New Year ==NEWLINE_TOKENThanx for your message, I will write a comment in the future.NEWLINE_TOKENI just wanna say that iam addicted to Toyota Cars just like you and iam creating the articles of Toyota Vehicles in arabic. Have a great New Year.   	2009	True	user	random	train
160159688.0	NEWLINE_TOKENNEWLINE_TOKEN== Twinkle Help ==NEWLINE_TOKENNEWLINE_TOKENHi, i noticed you commented on my convo about my problems i am having with TW, i was wondering how you would change/fix a persistent proxy? I think that that has to be the problem as my monobook is correct, and i am using Firefox (which TW is compatible with), and i am still unable to use TW.  	2007	True	user	random	train
282449597.0	`NEWLINE_TOKENNEWLINE_TOKEN== irony? ==NEWLINE_TOKENWhy is it ``an inescapeable irony`` that the protagonist uses violence in the movie? Aren't there droves of such movies/books around? First Blood being the perfect example in this context. Maybe I don't know something about the background of the movie itself, but the theme of the movie isn't ``Ghandi``, it's ``If backed into a corner, I'll fight``.`	2009	False	article	random	train
351937292.0	NEWLINE_TOKEN==IM GOING TO KILL YOU==NEWLINE_TOKENYOU ARE WORTHLESS IM AM GOING TO KILL YOU AND BURN YOUR HOUSE DOWN BUT NOT BEFOR I HACK YOU LILLTE ACCOUNT AND TAKE YOUR LIVELIHOOD AWAY	2010	False	user	blocked	train
583055659.0	`NEWLINE_TOKENNEWLINE_TOKEN== Re: Tool labs ==NEWLINE_TOKENNEWLINE_TOKENHello. I don't know exactly what I've done and caused this problem. At this moment, I run my bot normally at the Arabic Wikipedia, and run a lot of tasks in my crontab. I deleted most of my crontab tasks, I wish this fix the issue. I'm so sorry for problems I caused. Best regards.  `	2013	True	user	random	train
259033976.0	NEWLINE_TOKENNEWLINE_TOKEN==Wars of Liberation==NEWLINE_TOKENHi, John. This might be up your alley: Why are we calling the Wars of Liberation the War of the Sixth Coalition?NEWLINE_TOKENNEWLINE_TOKENWesołych Świąt!NEWLINE_TOKENNEWLINE_TOKEN  	2008	True	user	random	train
440612511.0	NEWLINE_TOKENNEWLINE_TOKEN== Thanks ==NEWLINE_TOKENNEWLINE_TOKENThank you for the ref that's great! )  	2011	True	user	random	dev
316059368.0	Again, KUDOS for advancing the Democratic cause on Wikipedia!  But if that's something you're ashamed of, you should go ahead and ban me.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN	2009	False	user	blocked	train
280951783.0	NEWLINE_TOKENNEWLINE_TOKEN:Dear Bcartolo, happy to be of use. Best,   	2009	True	user	random	train
668641388.0	NEWLINE_TOKENNEWLINE_TOKEN== Why am I so lame? ==NEWLINE_TOKENNEWLINE_TOKENCould you guys explain to me why I'm so sad and pathetic and lonely?  I know part of it is that I have no friends and nothing better to do than to spend all my free time (and I've got lots!) vandalizing Wiki pages but there must be more to it than that.  Please help.  	2015	False	user	blocked	train
414307056.0	NEWLINE_TOKENNEWLINE_TOKENTODAY SHOW HAS BEEN NUMBERf 1 FOR 15 YEARS. MATT HAS BEEN ON THE SHO SINCE 1994 AND NATALIE HAS BEEN ON SINCE 2003NEWLINE_TOKEN  	2011	True	user	blocked	test
204045878.0	NEWLINE_TOKENNEWLINE_TOKEN:That's a good suggestion. He seems to be behaving himself at the moment. I'm happy as long as he continues to do so.   	2008	False	user	blocked	train
46161196.0	`NEWLINE_TOKENNEWLINE_TOKEN::The book is written by Khomeini and the title is in the back of ``Jews of Islam``. The term najis is usually used in this context to refer to unclean things.  `	2006	True	article	blocked	train
123292404.0	NEWLINE_TOKEN******Actually, I take that back.  Is there such thing as implicit strong atheism?  If not, the first sentence you suggested was great, Brian.  	2007	True	article	random	dev
22959329.0	NEWLINE_TOKENNEWLINE_TOKEN== You restores version 4's image ==NEWLINE_TOKENNEWLINE_TOKENWhat's the point in displaying it twice on a page?  	2005	True	user	random	train
109386703.0	`NEWLINE_TOKEN:::Bitola/Matrix, you are such a hypocrite.  `	2007	True	user	random	train
282813254.0	`Trolling is not a harassment, its a definition of a person who keeps posting non-sense on websites and that's what you are doing with ``citation needed``. FYI: I will continue to keep on ``harassing`` you until you leave Rap artist articles.NEWLINE_TOKENNEWLINE_TOKEN`	2009	False	user	blocked	train
195657762.0	NEWLINE_TOKEN:It would seem so. Strange that there is no reference to her death online, I would have thought it would be mentioned somewhere...	2008	True	user	random	train
22530518.0	NEWLINE_TOKENNEWLINE_TOKEN::Thanks to 24.114.252.183 for cleaning this up before I had a chance to do it.   	2005	True	article	random	dev
261117568.0	`NEWLINE_TOKEN:I hope ``used car`` is code for RfA! Support! ;-) '''''' @ `	2008	True	user	random	train
97426290.0	NEWLINE_TOKENNEWLINE_TOKEN== Modern Usage ==NEWLINE_TOKENNEWLINE_TOKENMaybe someone can add how hanging in modern times (at least in the U.S.) has fallen out of favor as a means of execution?	2006	False	article	blocked	train
138162816.0	 And those four warnings all came in the course of like three minutes, and I didn't edit after being warned. There is no justification for a block here.  	2007	False	user	blocked	train
68372877.0	 If it all sounds like too much hassle, I also understand!	2006	True	user	random	test
249787821.0	NEWLINE_TOKENNEWLINE_TOKEN== Polls ==NEWLINE_TOKENNEWLINE_TOKENWho won the presidential election?	2008	False	user	blocked	dev
356095880.0	NEWLINE_TOKEN:If this has not been done, I shall alter to mentioned.   	2010	True	article	random	dev
632481151.0	NEWLINE_TOKEN:Thanks for the heads up, . That talk page is busy enough without archive sizing discussions, so I intend to not discuss it further on the article talk page.   	2014	True	user	random	test
358628885.0	NEWLINE_TOKENNEWLINE_TOKEN:Thanks for your recent edits to Coelophysoidea‎. However, it left the taxobox very cluttered. If you could propose any changes at Wiki-project Palaeontology that would be great. Happy editing   	2010	True	user	random	train
377904791.0	NEWLINE_TOKENNEWLINE_TOKEN== Sorry to trouble you ==NEWLINE_TOKENNEWLINE_TOKENIt seems the autoblock is over. I thought it wouldn't work, so I decided to ask for an unblock. Thanks for noticing my request.   	2010	True	user	blocked	train
175375977.0	NEWLINE_TOKEN:Bloody bots get more annoying every day....  	2007	True	user	blocked	train
641287585.0	NEWLINE_TOKEN: Who did I harass?   	2015	False	user	blocked	dev
358620586.0	NEWLINE_TOKENNEWLINE_TOKEN== Chaos in Ukraine's parliament ==NEWLINE_TOKENPlease, can you halp me in expanding article: Chaos in the Ukrainian parliament during a debate over the extension of the lease on a Russian naval base 2010 before it is deleted?   	2010	True	user	random	train
23810815.0	`NEWLINE_TOKENNEWLINE_TOKEN** I know I am just trying to make sure that everyone knows the facts. Sorry to have bugged you a little. As far as what you said.NEWLINE_TOKENNEWLINE_TOKEN``You have my assurance that I am reviewing the material you have presented thoroughly and will not make any decision lightly. NEWLINE_TOKENNEWLINE_TOKENDoes the band/artist have any full length CDs available and what label? Are they for sale anywhere on-line?NEWLINE_TOKENDid they perform in any tour? If so, is there any verifiable evidence of this?``NEWLINE_TOKENNEWLINE_TOKENThey have had 2 national which tours can be verified by looking through the entries on the Internet Archives - Archive.org when viewing past sites for http://mind-pollution.net, http://sinstar.net, and http://marilyn-manson.net  as well as some other sites. All of these were listed and cited as sources. I also provided some links in my rebuttle to further proove this. As far as their CDs Mushroomcloud Records has the enry for ``we whill be heard 2`` which is a compilation released by a notable indie label. The other releases have not been full length or distributed for Sin Star however Mind Pollution did have a few albums avalible in store catalouges (CDs stores don't stock but sell) but because of legal trouble mentioned in the articles everything was forced to be discontinued immediately. But after all 1 requirement needs to be met for WP:MUSIC. This band has gathered a very large following and your right sooner or later there will be an acceptable article on them. But I do not see why this is not the case now seeing as how they meet the requirements and are linked to some very interesting famous people like Gidget Gein and Marilyn Manson directly.NEWLINE_TOKENNEWLINE_TOKENThanks for taking time to reply. I very much appreciate it. You have been one of the only people to reply to me with respect thus far  `	2005	True	user	blocked	dev
178285562.0	NEWLINE_TOKENNEWLINE_TOKENMind your business   	2007	True	user	blocked	train
331154532.0	NEWLINE_TOKEN:::::::::Yes, I think most of the editors here can. They will do so faster and better without the intransigeant interference of those who wish only to be sure that their POV is included.   	2009	True	article	random	train
613338882.0	`A vandal ==NEWLINE_TOKENNEWLINE_TOKENI assume I'm allowed to report that another user has been vandalizing, the user in question is .   NEWLINE_TOKEN: NEWLINE_TOKENNEWLINE_TOKEN:  - In the future you may want to report vandals to WP:AIAV though. Dropping me a note works fine as well, but AIAV is a central noticeboard that is actively watched by more than one admin and thus tends to yield a faster response time for vandalism reports (Something quite practical if an editor is actively making a mess of things).  ,Contribs) NEWLINE_TOKENNEWLINE_TOKEN== `	2014	True	user	random	train
17637518.0	NEWLINE_TOKENNEWLINE_TOKEN== Regular disclaimer on vandal  ==NEWLINE_TOKENNEWLINE_TOKENDear fellow Wikipedians,NEWLINE_TOKENNEWLINE_TOKENThis IP is just one of a whole army of anon IPs used by a well-known vandal , who without exagerration deserves to be included in the history of Wikipedia as THE most persistent and obsessed vandal that has appeared in Wikipedia so far.NEWLINE_TOKENNEWLINE_TOKENThis person has been extremely persistent and obsessive in vandalizing numerous Azerbaijan and Turkey-related entries, such as Nagorno-Karabakh, Caucasian Albania, Artsakh, Arran (Azerbaijan), Urartu, Azerbaijan, Azerbaijan (disambiguation), Turkey, Kura-Araxes culture, Nakhichevan, Safavids, Karabakh, Khojaly, Khojaly massacre, Stepanakert, Khankendi, Ganja (city), Baku, Demographics of Azerbaijan, .az History of Azerbaijan, Azerbaijani language, Azeri, Caucasus, History of Turkey, Oghuz Turks, Ottoman Empire, Turks, Ottoman Turks, Turkic languages, Turkic peoples, Mannaeans, List of Azerbaijanis, and even Template:Europe (removing Azerbaijan and Turkey from the list).NEWLINE_TOKENNEWLINE_TOKENHe also vandalized user pages and talkpages, including , , (user page and talkpages), ,   (talkpages), , , .NEWLINE_TOKENNEWLINE_TOKENSince the person uses wide range of IPs, it is virtually impossible to stop him by blocking. In the past he's been blocked numerous times but each time returned with a new IP. That's why the admins chose to vprotect most of the above mentioned pages (some of them more than once).NEWLINE_TOKENNEWLINE_TOKENRovoam started his actions in Wikipedia from introducing nationalistic POV edits in Nagorno-Karabakh yet back in February 2005. His aggressive discussion behaviour, unilateral un-agreed changes to the entry, and most importantly malicious tricks and manipulations with the history logs have quickly caused a conflict involving him and several other editors, with myself being his major opponent. NEWLINE_TOKENNEWLINE_TOKENThe conflict was formally decided after Arbitration committee placed him under one-year revert limitation and personal attack parole . However, this decision made Rovoam even more radical and obsessive, as he kept to deliberately vandalize and disrupt Wikipedia, perhaps out of his personal feeling of hatred towards me (?for exposing him and proving him wrong?..). NEWLINE_TOKENNEWLINE_TOKENThis person is very wily and smart which makes him rather dangerous. He is not the usual sort of vandal, but is rather knowledgeable in what he's dealing with. He could have been very valuable for Wikipedia if not his intentions and vandalisms. Rovoam is very able in manipulating with people by playing on history logs and various other means. His edits sometimes are misleading and not obvious. NEWLINE_TOKENNEWLINE_TOKENAs I have numerously stated in my communication with a number of other editors including but not limited to , , , , , the only way effective to deal with this person is for other editors to unite and withstand all his spurious edits and vandalisms. Only then will he understand the whole senselessness of his actions.NEWLINE_TOKENNEWLINE_TOKENSome external links on the issue:NEWLINE_TOKEN* My post on Rovoam in WP:ANI (May 3, 10, 2005)NEWLINE_TOKENNEWLINE_TOKEN*Rovoam and vandalism in WP:ANI Users' discussion on how to deal with this vandalNEWLINE_TOKENNEWLINE_TOKEN* My report on Rovoams vandalisms in WP:VIP (May 10, 2005)NEWLINE_TOKENNEWLINE_TOKEN*Talk:Urartu as well as numerous posts in Talk:Nagorno-Karabakh, Talk:Caucasian Albania etc.NEWLINE_TOKENNEWLINE_TOKEN 	2005	True	user	random	test
138353086.0	NEWLINE_TOKEN:::Well, I like how you edited the comment to remove the attack part but to keep the criticism. I think it's appropriate now.  	2007	True	user	blocked	test
235460977.0	NEWLINE_TOKENNEWLINE_TOKENIt might be added that he has said, according to an article in El Pais, that he will not be singing the Duke in Rigoletto for the foreseeable future since it is not good for his voice. See info posted in blog Operachic.	2008	False	article	random	train
402863248.0	`NEWLINE_TOKENNEWLINE_TOKEN== Perspective? ==NEWLINE_TOKEN``In the trial Shylock represents the Jewish side in contrast to the Christian one in a matter of highest importance: Justice (Jewish, Old Testament) is confronted with Mercy (Christian, New Testament). In the Christian view mercy is the decisive step after justice is reached. Therefore the Christians in the courtroom urge mercy. Beside the fact, that Shylock as a Jew is not in duty to give mercy, he is not able as well, because for this you need love. He doesn't find love at all, but hate. Shakespeare explains this in Shylock's monologue very clearly. To be merciful despite the hate nevertheless you have to love your enemy (New Testament). That means in fact that the Christians in the courtroom urge Shylock to behave like a very true Christian by loving his enemies although they themselves failed even in loving just their neighbours (the Jews) in the past before.``NEWLINE_TOKENNEWLINE_TOKENSecond person much?   `	2010	False	article	blocked	train
267041115.0	NEWLINE_TOKENNEWLINE_TOKENlol, your page is getting fucking owned!NEWLINE_TOKENTEABAG!	2009	True	user	blocked	train
132671153.0	NEWLINE_TOKENNEWLINE_TOKEN:It came from a recently blocked ip whose other (very few) contributions appeared to be worthless so I didn't scrutinise the exact edit too carefully.  	2007	True	user	random	test
255160520.0	NEWLINE_TOKENNEWLINE_TOKEN: ha... atleast you surrendered... For full Hosur history feel free to check it at http://hosur.hosur online.com/aboutHosur.asp.  Again, I beg you, don't use my contents.	2008	True	user	blocked	test
349962008.0	`NEWLINE_TOKENNEWLINE_TOKEN== For you ==NEWLINE_TOKENNEWLINE_TOKENAll around  ``GOOD GUY AWARD`` For Kindness, Watchfulness and Fairness even when frustrated! Mea CulpaNEWLINE_TOKEN  `	2010	True	user	blocked	train
208847202.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENArthur is a total shill.  I would not doubt at all if he gets paid by the government to full-time deface Wikipedia to suppress truth.	2008	False	user	blocked	train
546979383.0	`NEWLINE_TOKENNEWLINE_TOKEN== Help Please! An evil Wikipedia editor attacks aviation pioneers Coanda and Vuia constantly ==TAB_TOKEN NEWLINE_TOKENNEWLINE_TOKENUnfortunately, an evil Wikipedia editor (who uses a multitudes of names ( Romanianlies, Romaniantruths, Binksternet, Soundofmusicals, Andy Dingley, GraemeLeggett, BilCat, ... ) and is also in the Bord of Editors, so he has more power on Wikipedia that an ordinary contributor) has been attacking for more than three years various aviation pioneers, amongst others Traian Vuia and Henri Coanda, for unknown reasons. TAB_TOKEN NEWLINE_TOKENNEWLINE_TOKENIn general, as soon as he sees the two names in Wikipedia articles he immediately adds the word ``unsuccessful`` and other unjustified bad characterizations, multiple times.TAB_TOKEN NEWLINE_TOKENTAB_TOKENTAB_TOKEN NEWLINE_TOKENAny attempt to delete these unfair remarks always fails and the user who dare to confront Romanianlies gets suspended.TAB_TOKEN NEWLINE_TOKENTAB_TOKENTAB_TOKEN NEWLINE_TOKENSomething has to be done. If you have an idea feel free to share it. This man is paid with donations from Wikipedia supporters and he simply abuses his position and denigrates, at will and with no justifications, personalities that he does not like.TAB_TOKENTAB_TOKENNEWLINE_TOKENNEWLINE_TOKENThe last contribution of this evil man (under the name BilCat) was at this page: NEWLINE_TOKENhttp://en.wikipedia.org/wiki/Aircraft_engineNEWLINE_TOKENwhere he added the word ``unsuccessful`` in connection with Coanda-1910 plane/engine making it the only unsuccessful thing in a large list of engines.`	2013	False	user	blocked	dev
576498854.0	 Contested deletion NEWLINE_TOKENNEWLINE_TOKENThis page should not be speedy deleted as an unambiguous copyright infringement, because... (your reason here)   NEWLINE_TOKENNEWLINE_TOKENI have replaced text that violated copyright with my own text.	2013	True	article	random	train
220269978.0	NEWLINE_TOKENNEWLINE_TOKEN==protecting calendarwatcher==NEWLINE_TOKENwhy are you protecting a pedophile?	2008	False	user	blocked	dev
82719387.0	69.115.226.11 at 20:53 on 20 October 2006	2006	True	article	random	test
